User_ID,Age,Country,ISBN,Title,Author,Main_Genres,Genres,Age_Group
130430,27, usa,399501487,Lord of the Flies,William Golding,Children's Books,Crime & Thriller,Young Adult (18-29)
130438,38, canada,373218435,Untamed,Glennon Doyle,Reference,Library & Information Science,Adult (30-59)
130474,33, usa,014130541X,Frankenstein,Mary Shelley,"Fantasy, Horror & Science Fiction",Horror,Adult (30-59)
130474,33, usa,141305479,Wuthering Heights,Emily Brontë,Romance,Romantic Suspense,Adult (30-59)
130474,33, usa,373218435,Untamed,Glennon Doyle,Reference,Library & Information Science,Adult (30-59)
130474,33, usa,425027066,Dune,Frank Herbert,"Fantasy, Horror & Science Fiction",Fantasy,Adult (30-59)
130474,33, usa,553208845,Siddhartha,Hermann Hesse,Literature & Fiction,Classic Fiction,Adult (30-59)
130543,22, canada,553212583,Wuthering Heights,Emily Brontë,Romance,Romantic Suspense,Young Adult (18-29)
130847,35, usa,399501487,Lord of the Flies,William Golding,Children's Books,Crime & Thriller,Adult (30-59)
131027,31, usa,553351397,Peace Is Every Step: The Path of Mindfulness in Everyday Life,Thich Nhat Hanh,Religion,Buddhism,Adult (30-59)
131126,31, spain,140047484,Thus Spoke Zarathustra,F Nietzsche,Literature & Fiction,Essays,Adult (30-59)
131154,18, usa,553211412,Wuthering Heights,Emily Brontë,Romance,Romantic Suspense,Young Adult (18-29)
131535,31, usa,399501487,Lord of the Flies,William Golding,Children's Books,Crime & Thriller,Adult (30-59)
131855,31, united kingdom,340693088,Talk of the Town,Jennifer Bardsley,Romance,Small Town Romance,Adult (30-59)
132171,54, usa,618249060,Silent Spring,Rachel Carson,"Crafts, Home & Lifestyle",Gardening & Landscape Design,Adult (30-59)
132357,52, usa,553351397,Peace Is Every Step: The Path of Mindfulness in Everyday Life,Thich Nhat Hanh,Religion,Buddhism,Adult (30-59)
132392,38, usa,1566193087,Wuthering Heights,Emily Brontë,Romance,Romantic Suspense,Adult (30-59)
132663,44, usa,1577311523,The Power of Now: A Guide to Spiritual Enlightenment,Eckhart Tolle,Religion,New Age & Spirituality,Adult (30-59)
132687,28, usa,1577311523,The Power of Now: A Guide to Spiritual Enlightenment,Eckhart Tolle,Religion,New Age & Spirituality,Young Adult (18-29)
133571,39, usa,64430170,Goodnight Moon,Margaret Wise Brown,Children's Books,Animals & Pets,Adult (30-59)
133706,30, australia,394404289,The Prophet,Kahlil Gibran,Literature & Fiction,Classic Fiction,Adult (30-59)
133747,28, usa,385508719,Every Second Counts,Lance Armstrong,Sports,Cycling,Young Adult (18-29)
133747,28, usa,399501487,Lord of the Flies,William Golding,Children's Books,Crime & Thriller,Young Adult (18-29)
133747,28, usa,590407201,The Secret Garden,Frances Hodgson Burnett,Children's Books,"Crafts, Hobbies & Practical Interests",Young Adult (18-29)
133747,28, usa,078670621X,Endurance: Shackleton's Incredible Voyage,Alfred Lansing,"Sciences, Technology & Medicine",Transportation & Automotive,Young Adult (18-29)
133747,28, usa,804111359,Secret History,Donna Tartt,"Crime, Thriller & Mystery",Thrillers and Suspense,Young Adult (18-29)
134225,25, usa,553212583,Wuthering Heights,Emily Brontë,Romance,Romantic Suspense,Young Adult (18-29)
134278,23, usa,812505042,The Time Machine,H. G. Wells,Literature & Fiction,Classic Fiction,Young Adult (18-29)
134347,26, usa,393310396,Letters to a Young Poet,Rainer Maria Rilke,Reference,Library & Information Science,Young Adult (18-29)
134403,18, usa,156528207,The Little Prince,Antoine De Saint-Exupéry,Children's Books,"Family, Personal & Social Issues",Young Adult (18-29)
134434,25, spain,399501487,Lord of the Flies,William Golding,Children's Books,Crime & Thriller,Young Adult (18-29)
134705,29, canada,441009190,The Time Machine,H. G. Wells,Literature & Fiction,Classic Fiction,Young Adult (18-29)
134779,15, usa,671722751,Macbeth,William Shakespeare,Literature & Fiction,Classic Fiction,Teens (12-17)
134837,28, malaysia,156528207,The Little Prince,Antoine De Saint-Exupéry,Children's Books,"Family, Personal & Social Issues",Young Adult (18-29)
134933,21, portugal,1570629706,Siddhartha,Hermann Hesse,Literature & Fiction,Classic Fiction,Young Adult (18-29)
135008,21, usa,517884410,Relativity: The Special and the General Theory,Albert Einstein,Science & Mathematics,Mathematics,Young Adult (18-29)
135045,29, usa,553212583,Wuthering Heights,Emily Brontë,Romance,Romantic Suspense,Young Adult (18-29)
135045,29, usa,804111359,Secret History,Donna Tartt,"Crime, Thriller & Mystery",Thrillers and Suspense,Young Adult (18-29)
135265,32, usa,373821751,Strings,Reema Sherin,Literature & Fiction,Poetry,Adult (30-59)
135359,37, usa,698102193,Lord of the Flies,William Golding,Children's Books,Crime & Thriller,Adult (30-59)
135360,39, usa,312261780,Looking for Alaska,John Green,Teen & Young Adult,Romance,Adult (30-59)
135446,25, usa,1566190916,Frankenstein,Mary Shelley,"Fantasy, Horror & Science Fiction",Horror,Young Adult (18-29)
135703,32, canada,553562614,Snow Crash,Neal Stephenson,"Computing, Internet & Digital Media",Computer Science,Adult (30-59)
135902,20, united kingdom,399501487,Lord of the Flies,William Golding,Children's Books,Crime & Thriller,Young Adult (18-29)
136205,39, usa,590471724,The Secret Garden,Frances Hodgson Burnett,Children's Books,"Crafts, Hobbies & Practical Interests",Adult (30-59)
136252,33, usa,140328696,Charlie and the Chocolate Factory,Roald Dahl,Children's Books,Fantasy,Adult (30-59)
136491,18, usa,1566193087,Wuthering Heights,Emily Brontë,Romance,Romantic Suspense,Young Adult (18-29)
136927,48, usa,399501487,Lord of the Flies,William Golding,Children's Books,Crime & Thriller,Adult (30-59)
137392,27, usa,081120068X,Siddhartha,Hermann Hesse,Literature & Fiction,Classic Fiction,Young Adult (18-29)
137437,26, spain,1558586113,The Canterville Ghost,Oscar Wilde,Children's Books,"Fantasy, Science Fiction & Horror",Young Adult (18-29)
137589,35, usa,156528207,The Little Prince,Antoine De Saint-Exupéry,Children's Books,"Family, Personal & Social Issues",Adult (30-59)
137589,35, usa,399501487,Lord of the Flies,William Golding,Children's Books,Crime & Thriller,Adult (30-59)
137589,35, usa,553208845,Siddhartha,Hermann Hesse,Literature & Fiction,Classic Fiction,Adult (30-59)
137589,35, usa,553274295,Where the Red Fern Grows,Wilson Rawls,Children's Books,Historical Fiction,Adult (30-59)
137594,53, usa,804111359,Secret History,Donna Tartt,"Crime, Thriller & Mystery",Thrillers and Suspense,Adult (30-59)
137651,13, usa,006440188X,The Secret Garden,Frances Hodgson Burnett,Children's Books,"Crafts, Hobbies & Practical Interests",Teens (12-17)
137688,46, usa,553562614,Snow Crash,Neal Stephenson,"Computing, Internet & Digital Media",Computer Science,Adult (30-59)
137803,27, italy,553208845,Siddhartha,Hermann Hesse,Literature & Fiction,Classic Fiction,Young Adult (18-29)
137985,23, united kingdom,948524588,Invincible,Amy Lawrence,Sports,Sporting Events & Organisations,Young Adult (18-29)
138139,27, usa,081120068X,Siddhartha,Hermann Hesse,Literature & Fiction,Classic Fiction,Young Adult (18-29)
138198,37, canada,553208845,Siddhartha,Hermann Hesse,Literature & Fiction,Classic Fiction,Adult (30-59)
138239,40, usa,156787334,A Room of One's Own,Virginia Woolf,Literature & Fiction,Essays,Adult (30-59)
138372,32, usa,399501487,Lord of the Flies,William Golding,Children's Books,Crime & Thriller,Adult (30-59)
138425,48, usa,1566191416,Frankenstein,Mary Shelley,"Fantasy, Horror & Science Fiction",Horror,Adult (30-59)
138441,34, usa,089845865X,Charlie and the Chocolate Factory,Roald Dahl,Children's Books,Fantasy,Adult (30-59)
138543,21, usa,156528207,The Little Prince,Antoine De Saint-Exupéry,Children's Books,"Family, Personal & Social Issues",Young Adult (18-29)
138543,21, usa,553208845,Siddhartha,Hermann Hesse,Literature & Fiction,Classic Fiction,Young Adult (18-29)
138578,38, usa,015122563X,Conundrum,Chandrachur Ghose & Anuj Dhar,"Biographies, Diaries & True Accounts",True Accounts,Adult (30-59)
138674,26, usa,440419468,Holes,Louis Sachar,Children's Books,Crime & Thriller,Young Adult (18-29)
138728,20, united kingdom,878309837,An Actor Prepares,Constantin Stanislavski,"Arts, Film & Photography",Theater & Ballet,Young Adult (18-29)
138844,40, canada,140328696,Charlie and the Chocolate Factory,Roald Dahl,Children's Books,Fantasy,Adult (30-59)
138995,47, usa,1551669463,The Italian,T L Swan,Romance,Multicultural & Interracial,Adult (30-59)
139102,1, usa,553562614,Snow Crash,Neal Stephenson,"Computing, Internet & Digital Media",Computer Science,
139141,35, usa,373218435,Untamed,Glennon Doyle,Reference,Library & Information Science,Adult (30-59)
139462,30, united kingdom,006440188X,The Secret Garden,Frances Hodgson Burnett,Children's Books,"Crafts, Hobbies & Practical Interests",Adult (30-59)
139900,25, usa,553562614,Snow Crash,Neal Stephenson,"Computing, Internet & Digital Media",Computer Science,Young Adult (18-29)
140132,21, usa,156465116,The Little Prince,Antoine De Saint-Exupéry,Children's Books,"Family, Personal & Social Issues",Young Adult (18-29)
140184,23, united kingdom,399501487,Lord of the Flies,William Golding,Children's Books,Crime & Thriller,Young Adult (18-29)
140223,27, usa,425080021,Dune,Frank Herbert,"Fantasy, Horror & Science Fiction",Fantasy,Young Adult (18-29)
140223,27, usa,812505166,Wuthering Heights,Emily Brontë,Romance,Romantic Suspense,Young Adult (18-29)
140555,31, canada,440226198,The Gift of Fear,Gavin de Becker,Society & Social Sciences,Social Welfare & Social Services,Adult (30-59)
140555,31, canada,451527100,The Communist Manifesto,Karl Marx,Business & Economics,Economics,Adult (30-59)
140660,24, brazil,553263153,Bobby Fischer Teaches Chess,Bobby Fischer,"Crafts, Home & Lifestyle",Games & Quizzes,Young Adult (18-29)
140807,34, germany,3518366823,Siddhartha,Hermann Hesse,Literature & Fiction,Classic Fiction,Adult (30-59)
140974,44, usa,440226198,The Gift of Fear,Gavin de Becker,Society & Social Sciences,Social Welfare & Social Services,Adult (30-59)
141089,22, usa,517884410,Relativity: The Special and the General Theory,Albert Einstein,Science & Mathematics,Mathematics,Young Adult (18-29)
141493,44, usa,399501487,Lord of the Flies,William Golding,Children's Books,Crime & Thriller,Adult (30-59)
141493,44, usa,553274295,Where the Red Fern Grows,Wilson Rawls,Children's Books,Historical Fiction,Adult (30-59)
141493,44, usa,078670621X,Endurance: Shackleton's Incredible Voyage,Alfred Lansing,"Sciences, Technology & Medicine",Transportation & Automotive,Adult (30-59)
141704,29, usa,399501487,Lord of the Flies,William Golding,Children's Books,Crime & Thriller,Young Adult (18-29)
142143,32, australia,743477103,Macbeth,William Shakespeare,Literature & Fiction,Classic Fiction,Adult (30-59)
142524,36, usa,553562614,Snow Crash,Neal Stephenson,"Computing, Internet & Digital Media",Computer Science,Adult (30-59)
142671,59, usa,942494946,You Can Heal Your Life,Louise L. Hay,Religion,New Age & Spirituality,Adult (30-59)
142745,38, japan,804111359,Secret History,Donna Tartt,"Crime, Thriller & Mystery",Thrillers and Suspense,Adult (30-59)
142823,29, australia,553212583,Wuthering Heights,Emily Brontë,Romance,Romantic Suspense,Young Adult (18-29)
142823,29, australia,553255851,Where the Red Fern Grows,Wilson Rawls,Children's Books,Historical Fiction,Young Adult (18-29)
143175,28, usa,345434498,Hostage,Piper Stone,Romance,Mafia Romance,Young Adult (18-29)
143253,27, usa,553212583,Wuthering Heights,Emily Brontë,Romance,Romantic Suspense,Young Adult (18-29)
143253,27, usa,590471724,The Secret Garden,Frances Hodgson Burnett,Children's Books,"Crafts, Hobbies & Practical Interests",Young Adult (18-29)
143328,23, usa,006440188X,The Secret Garden,Frances Hodgson Burnett,Children's Books,"Crafts, Hobbies & Practical Interests",Young Adult (18-29)
143415,50, usa,055321196X,Metamorphosis,Franz Kafka,Literature & Fiction,Classic Fiction,Adult (30-59)
143415,50, usa,1573226122,Lord of the Flies,William Golding,Children's Books,Crime & Thriller,Adult (30-59)
143792,25, united kingdom,393310396,Letters to a Young Poet,Rainer Maria Rilke,Reference,Library & Information Science,Young Adult (18-29)
143792,25, united kingdom,553208845,Siddhartha,Hermann Hesse,Literature & Fiction,Classic Fiction,Young Adult (18-29)
143909,26, germany,449214923,Think and Grow Rich,Napoleon Hill,Business & Economics,Economics,Young Adult (18-29)
144038,49, usa,66620724,Just for Fun: The Story of an Accidental Revolutionary,Linus Torvalds,"Computing, Internet & Digital Media",Network Administration,Adult (30-59)
144038,49, usa,1566191416,Frankenstein,Mary Shelley,"Fantasy, Horror & Science Fiction",Horror,Adult (30-59)
144038,49, usa,1594480001,The Kite Runner,Khaled Hosseini,"Arts, Film & Photography",Cinema & Broadcast,Adult (30-59)
144531,37, usa,553274295,Where the Red Fern Grows,Wilson Rawls,Children's Books,Historical Fiction,Adult (30-59)
144555,37, usa,553154540,Charlie and the Chocolate Factory,Roald Dahl,Children's Books,Fantasy,Adult (30-59)
144978,41, usa,553351397,Peace Is Every Step: The Path of Mindfulness in Everyday Life,Thich Nhat Hanh,Religion,Buddhism,Adult (30-59)
144978,41, usa,876120796,Autobiography of a Yogi,Paramahansa Yogananda,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Adult (30-59)
145161,38, united kingdom,340693088,Talk of the Town,Jennifer Bardsley,Romance,Small Town Romance,Adult (30-59)
145198,28, usa,399501487,Lord of the Flies,William Golding,Children's Books,Crime & Thriller,Young Adult (18-29)
145350,38, usa,449200795,Silent Spring,Rachel Carson,"Crafts, Home & Lifestyle",Gardening & Landscape Design,Adult (30-59)
145619,36, usa,399501487,Lord of the Flies,William Golding,Children's Books,Crime & Thriller,Adult (30-59)
145737,40, usa,312241356,"And the Band Played On: Politics, People, and the AIDS Epidemic",Randy Shilts,Medicine & Health Sciences,Administration & Policy,Adult (30-59)
145871,34, usa,039300158X,Letters to a Young Poet,Rainer Maria Rilke,Reference,Library & Information Science,Adult (30-59)
146175,27, usa,553255851,Where the Red Fern Grows,Wilson Rawls,Children's Books,Historical Fiction,Young Adult (18-29)
147141,21, usa,156528207,The Little Prince,Antoine De Saint-Exupéry,Children's Books,"Family, Personal & Social Issues",Young Adult (18-29)
147218,33, usa,451524179,The Secret Garden,Frances Hodgson Burnett,Children's Books,"Crafts, Hobbies & Practical Interests",Adult (30-59)
147224,41, usa,553211412,Wuthering Heights,Emily Brontë,Romance,Romantic Suspense,Adult (30-59)
147451,37, united kingdom,394404289,The Prophet,Kahlil Gibran,Literature & Fiction,Classic Fiction,Adult (30-59)
147451,37, united kingdom,440419468,Holes,Louis Sachar,Children's Books,Crime & Thriller,Adult (30-59)
147451,37, united kingdom,804111359,Secret History,Donna Tartt,"Crime, Thriller & Mystery",Thrillers and Suspense,Adult (30-59)
147803,64, united kingdom,618249060,Silent Spring,Rachel Carson,"Crafts, Home & Lifestyle",Gardening & Landscape Design,Senior (60+)
148199,50, canada,747561966,Harry Potter and the Philosopher's Stone,J.K. Rowling,Children's Books,Fantasy,Adult (30-59)
148199,50, canada,767914481,Every Second Counts,Lance Armstrong,Sports,Cycling,Adult (30-59)
148731,17, canada,439099390,The Secret Garden,Frances Hodgson Burnett,Children's Books,"Crafts, Hobbies & Practical Interests",Teens (12-17)
148744,67, usa,140328696,Charlie and the Chocolate Factory,Roald Dahl,Children's Books,Fantasy,Senior (60+)
148744,67, usa,399501487,Lord of the Flies,William Golding,Children's Books,Crime & Thriller,Senior (60+)
148744,67, usa,804111359,Secret History,Donna Tartt,"Crime, Thriller & Mystery",Thrillers and Suspense,Senior (60+)
148744,67, usa,876120796,Autobiography of a Yogi,Paramahansa Yogananda,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Senior (60+)
149043,55, usa,553562614,Snow Crash,Neal Stephenson,"Computing, Internet & Digital Media",Computer Science,Adult (30-59)
149510,41, germany,3518366823,Siddhartha,Hermann Hesse,Literature & Fiction,Classic Fiction,Adult (30-59)
149690,35, australia,399501487,Lord of the Flies,William Golding,Children's Books,Crime & Thriller,Adult (30-59)
149690,35, australia,440477093,The Secret Garden,Frances Hodgson Burnett,Children's Books,"Crafts, Hobbies & Practical Interests",Adult (30-59)
149690,35, australia,553212583,Wuthering Heights,Emily Brontë,Romance,Romantic Suspense,Adult (30-59)
149690,35, australia,804111359,Secret History,Donna Tartt,"Crime, Thriller & Mystery",Thrillers and Suspense,Adult (30-59)
149907,42, usa,156787334,A Room of One's Own,Virginia Woolf,Literature & Fiction,Essays,Adult (30-59)
149907,42, usa,671678817,The Communist Manifesto,Karl Marx,Business & Economics,Economics,Adult (30-59)
149907,42, usa,878300015,An Actor Prepares,Constantin Stanislavski,"Arts, Film & Photography",Theater & Ballet,Adult (30-59)
149908,29, united kingdom,399501487,Lord of the Flies,William Golding,Children's Books,Crime & Thriller,Young Adult (18-29)
150124,30, usa,394404289,The Prophet,Kahlil Gibran,Literature & Fiction,Classic Fiction,Adult (30-59)
150124,30, usa,553274295,Where the Red Fern Grows,Wilson Rawls,Children's Books,Historical Fiction,Adult (30-59)
150124,30, usa,671532960,Politics,Aristotle,History,Ancient,Adult (30-59)
150554,15, usa,425080021,Dune,Frank Herbert,"Fantasy, Horror & Science Fiction",Fantasy,Teens (12-17)
150561,33, netherlands,044100590X,Dune,Frank Herbert,"Fantasy, Horror & Science Fiction",Fantasy,Adult (30-59)
150890,19, usa,399501487,Lord of the Flies,William Golding,Children's Books,Crime & Thriller,Young Adult (18-29)
150907,54, usa,553274295,Where the Red Fern Grows,Wilson Rawls,Children's Books,Historical Fiction,Adult (30-59)
150968,47, usa,393310396,Letters to a Young Poet,Rainer Maria Rilke,Reference,Library & Information Science,Adult (30-59)
150979,34, usa,156528207,The Little Prince,Antoine De Saint-Exupéry,Children's Books,"Family, Personal & Social Issues",Adult (30-59)
150979,34, usa,553351397,Peace Is Every Step: The Path of Mindfulness in Everyday Life,Thich Nhat Hanh,Religion,Buddhism,Adult (30-59)
151098,38, usa,553274295,Where the Red Fern Grows,Wilson Rawls,Children's Books,Historical Fiction,Adult (30-59)
151404,19, united kingdom,553208845,Siddhartha,Hermann Hesse,Literature & Fiction,Classic Fiction,Young Adult (18-29)
151537,33, usa,1573226122,Lord of the Flies,William Golding,Children's Books,Crime & Thriller,Adult (30-59)
151702,18, usa,451183770,Frankenstein,Mary Shelley,"Fantasy, Horror & Science Fiction",Horror,Young Adult (18-29)
151930,55, usa,439099390,The Secret Garden,Frances Hodgson Burnett,Children's Books,"Crafts, Hobbies & Practical Interests",Adult (30-59)
152186,33, canada,345434498,Hostage,Piper Stone,Romance,Mafia Romance,Adult (30-59)
152206,16, usa,399501487,Lord of the Flies,William Golding,Children's Books,Crime & Thriller,Teens (12-17)
152435,40, usa,517884410,Relativity: The Special and the General Theory,Albert Einstein,Science & Mathematics,Mathematics,Adult (30-59)
152483,18, portugal,399529209,Lord of the Flies,William Golding,Children's Books,Crime & Thriller,Young Adult (18-29)
152579,22, malaysia,804111359,Secret History,Donna Tartt,"Crime, Thriller & Mystery",Thrillers and Suspense,Young Adult (18-29)
153042,35, usa,553208845,Siddhartha,Hermann Hesse,Literature & Fiction,Classic Fiction,Adult (30-59)
153042,35, usa,553562614,Snow Crash,Neal Stephenson,"Computing, Internet & Digital Media",Computer Science,Adult (30-59)
153381,22, usa,618249060,Silent Spring,Rachel Carson,"Crafts, Home & Lifestyle",Gardening & Landscape Design,Young Adult (18-29)
153513,31, usa,804111359,Secret History,Donna Tartt,"Crime, Thriller & Mystery",Thrillers and Suspense,Adult (30-59)
153653,50, usa,156528207,The Little Prince,Antoine De Saint-Exupéry,Children's Books,"Family, Personal & Social Issues",Adult (30-59)
153662,44, usa,006440188X,The Secret Garden,Frances Hodgson Burnett,Children's Books,"Crafts, Hobbies & Practical Interests",Adult (30-59)
153662,44, usa,380769530,Untamed,Glennon Doyle,Reference,Library & Information Science,Adult (30-59)
153662,44, usa,439228913,Wuthering Heights,Emily Brontë,Romance,Romantic Suspense,Adult (30-59)
153662,44, usa,440419468,Holes,Louis Sachar,Children's Books,Crime & Thriller,Adult (30-59)
153662,44, usa,804111359,Secret History,Donna Tartt,"Crime, Thriller & Mystery",Thrillers and Suspense,Adult (30-59)
153662,44, usa,1551669463,The Italian,T L Swan,Romance,Multicultural & Interracial,Adult (30-59)
154037,33, denmark,1594480001,The Kite Runner,Khaled Hosseini,"Arts, Film & Photography",Cinema & Broadcast,Adult (30-59)
154529,37, usa,345434498,Hostage,Piper Stone,Romance,Mafia Romance,Adult (30-59)
154844,32, usa,553202065,Charlie and the Great Glass Elevator,Roald Dahl,Children's Books,Fantasy,Adult (30-59)
154992,40, usa,553274295,Where the Red Fern Grows,Wilson Rawls,Children's Books,Historical Fiction,Adult (30-59)
155027,39, usa,590488139,The First Four Years,Laura Ingalls Wilder,Children's Books,Historical Fiction,Adult (30-59)
155147,60, usa,397321651,The Secret Garden,Frances Hodgson Burnett,Children's Books,"Crafts, Hobbies & Practical Interests",Senior (60+)
155147,60, usa,078670621X,Endurance: Shackleton's Incredible Voyage,Alfred Lansing,"Sciences, Technology & Medicine",Transportation & Automotive,Senior (60+)
155149,42, germany,3518366823,Siddhartha,Hermann Hesse,Literature & Fiction,Classic Fiction,Adult (30-59)
155495,26, usa,553244787,Charlie and the Chocolate Factory,Roald Dahl,Children's Books,Fantasy,Young Adult (18-29)
155771,32, usa,553208845,Siddhartha,Hermann Hesse,Literature & Fiction,Classic Fiction,Adult (30-59)
155960,28, usa,399501487,Lord of the Flies,William Golding,Children's Books,Crime & Thriller,Young Adult (18-29)
156150,36, usa,1566190916,Frankenstein,Mary Shelley,"Fantasy, Horror & Science Fiction",Horror,Adult (30-59)
156269,53, usa,451183770,Frankenstein,Mary Shelley,"Fantasy, Horror & Science Fiction",Horror,Adult (30-59)
156706,19, usa,399501487,Lord of the Flies,William Golding,Children's Books,Crime & Thriller,Young Adult (18-29)
157273,37, usa,440419468,Holes,Louis Sachar,Children's Books,Crime & Thriller,Adult (30-59)
157655,45, australia,804111359,Secret History,Donna Tartt,"Crime, Thriller & Mystery",Thrillers and Suspense,Adult (30-59)
157799,42, netherlands,804111359,Secret History,Donna Tartt,"Crime, Thriller & Mystery",Thrillers and Suspense,Adult (30-59)
158226,26, norway,156012197,The Little Prince,Antoine De Saint-Exupéry,Children's Books,"Family, Personal & Social Issues",Young Adult (18-29)
158226,26, norway,804111359,Secret History,Donna Tartt,"Crime, Thriller & Mystery",Thrillers and Suspense,Young Adult (18-29)
158344,36, germany,312261780,Looking for Alaska,John Green,Teen & Young Adult,Romance,Adult (30-59)
158361,44, usa,553275593,Zen in the Martial Arts,Joe Hyams,Religion,Buddhism,Adult (30-59)
158506,52, usa,399501487,Lord of the Flies,William Golding,Children's Books,Crime & Thriller,Adult (30-59)
159033,46, usa,399501487,Lord of the Flies,William Golding,Children's Books,Crime & Thriller,Adult (30-59)
159033,46, usa,804111359,Secret History,Donna Tartt,"Crime, Thriller & Mystery",Thrillers and Suspense,Adult (30-59)
159040,14, usa,375815252,Charlie and the Great Glass Elevator,Roald Dahl,Children's Books,Fantasy,Teens (12-17)
159506,28, usa,425080021,Dune,Frank Herbert,"Fantasy, Horror & Science Fiction",Fantasy,Young Adult (18-29)
159506,28, usa,B00006I4OX,Lord of the Flies,William Golding,Children's Books,Crime & Thriller,Young Adult (18-29)
159858,37, usa,345434498,Hostage,Piper Stone,Romance,Mafia Romance,Adult (30-59)
160295,38, usa,553351397,Peace Is Every Step: The Path of Mindfulness in Everyday Life,Thich Nhat Hanh,Religion,Buddhism,Adult (30-59)
160819,43, usa,64430170,Goodnight Moon,Margaret Wise Brown,Children's Books,Animals & Pets,Adult (30-59)
161041,24, portugal,156787334,A Room of One's Own,Virginia Woolf,Literature & Fiction,Essays,Young Adult (18-29)
161041,24, portugal,393310396,Letters to a Young Poet,Rainer Maria Rilke,Reference,Library & Information Science,Young Adult (18-29)
161041,24, portugal,399501487,Lord of the Flies,William Golding,Children's Books,Crime & Thriller,Young Adult (18-29)
161041,24, portugal,553208845,Siddhartha,Hermann Hesse,Literature & Fiction,Classic Fiction,Young Adult (18-29)
161102,34, usa,446323004,Politics,Aristotle,History,Ancient,Adult (30-59)
161102,34, usa,804111359,Secret History,Donna Tartt,"Crime, Thriller & Mystery",Thrillers and Suspense,Adult (30-59)
161622,31, usa,312302894,Looking for Alaska,John Green,Teen & Young Adult,Romance,Adult (30-59)
161677,26, usa,812551508,Frankenstein,Mary Shelley,"Fantasy, Horror & Science Fiction",Horror,Young Adult (18-29)
161936,53, australia,449214923,Think and Grow Rich,Napoleon Hill,Business & Economics,Economics,Adult (30-59)
162752,62, usa,158788500X,Hostage,Piper Stone,Romance,Mafia Romance,Senior (60+)
162886,29, portugal,1558586113,The Canterville Ghost,Oscar Wilde,Children's Books,"Fantasy, Science Fiction & Horror",Young Adult (18-29)
163202,26, usa,425080021,Dune,Frank Herbert,"Fantasy, Horror & Science Fiction",Fantasy,Young Adult (18-29)
163419,33, germany,140441409,Meditations (Penguin Classics),Marcus Aurelius,History,Ancient,Adult (30-59)
163419,33, germany,671678817,The Communist Manifesto,Karl Marx,Business & Economics,Economics,Adult (30-59)
163488,24, usa,553562614,Snow Crash,Neal Stephenson,"Computing, Internet & Digital Media",Computer Science,Young Adult (18-29)
163676,59, usa,453008402,The Secret Garden,Frances Hodgson Burnett,Children's Books,"Crafts, Hobbies & Practical Interests",Adult (30-59)
163973,46, brazil,156787334,A Room of One's Own,Virginia Woolf,Literature & Fiction,Essays,Adult (30-59)
164281,66, usa,345434498,Hostage,Piper Stone,Romance,Mafia Romance,Senior (60+)
164465,33, usa,014130541X,Frankenstein,Mary Shelley,"Fantasy, Horror & Science Fiction",Horror,Adult (30-59)
164465,33, usa,141305479,Wuthering Heights,Emily Brontë,Romance,Romantic Suspense,Adult (30-59)
164533,46, spain,156012197,The Little Prince,Antoine De Saint-Exupéry,Children's Books,"Family, Personal & Social Issues",Adult (30-59)
164533,46, spain,399529209,Lord of the Flies,William Golding,Children's Books,Crime & Thriller,Adult (30-59)
164533,46, spain,743477103,Macbeth,William Shakespeare,Literature & Fiction,Classic Fiction,Adult (30-59)
164533,46, spain,812505042,The Time Machine,H. G. Wells,Literature & Fiction,Classic Fiction,Adult (30-59)
164584,52, usa,804111359,Secret History,Donna Tartt,"Crime, Thriller & Mystery",Thrillers and Suspense,Adult (30-59)
164675,55, usa,451518756,Macbeth,William Shakespeare,Literature & Fiction,Classic Fiction,Adult (30-59)
164675,55, usa,553562614,Snow Crash,Neal Stephenson,"Computing, Internet & Digital Media",Computer Science,Adult (30-59)
164841,23, usa,804111359,Secret History,Donna Tartt,"Crime, Thriller & Mystery",Thrillers and Suspense,Young Adult (18-29)
165232,23, usa,843947039,White Nights,Fyodor Dostoyevsky,Literature & Fiction,Classic Fiction,Young Adult (18-29)
165319,28, usa,440477093,The Secret Garden,Frances Hodgson Burnett,Children's Books,"Crafts, Hobbies & Practical Interests",Young Adult (18-29)
165319,28, usa,553562614,Snow Crash,Neal Stephenson,"Computing, Internet & Digital Media",Computer Science,Young Adult (18-29)
166123,32, usa,399501487,Lord of the Flies,William Golding,Children's Books,Crime & Thriller,Adult (30-59)
166123,32, usa,425067645,Icebreaker,HANNAH GRACE,Sports,Winter Sports,Adult (30-59)
166123,32, usa,553562614,Snow Crash,Neal Stephenson,"Computing, Internet & Digital Media",Computer Science,Adult (30-59)
166123,32, usa,671432672,TWILIGHT,Stephenie Meyer,Teen & Young Adult,Science Fiction & Fantasy,Adult (30-59)
166409,63, usa,156528207,The Little Prince,Antoine De Saint-Exupéry,Children's Books,"Family, Personal & Social Issues",Senior (60+)
166409,63, usa,553208845,Siddhartha,Hermann Hesse,Literature & Fiction,Classic Fiction,Senior (60+)
166596,57, canada,399501487,Lord of the Flies,William Golding,Children's Books,Crime & Thriller,Adult (30-59)
166596,57, canada,804111359,Secret History,Donna Tartt,"Crime, Thriller & Mystery",Thrillers and Suspense,Adult (30-59)
