,id,title,author,genre,language,publicationYear,publisher,description,pageCount,tags,rating_average,most_popular_country,bestseller_status,awards,age_category,adapted_to_movie,movie_release_year,isbn
506,515,"Kim Jiyoung, Born 1982",Cho Nam-Joo,Art/Literature,Korean,2016,Minumsa,The life story of an ordinary woman highlighting systemic sexism in South Korea.,163,"feminism,korea,society",3.77,South Korea,True,,Adult,True,2019.0,978-1631496707
507,516,Before the Coffee Gets Cold,Toshikazu Kawaguchi,Fantasy,Japanese,2015,Sunmark,"A cafe offers customers the chance to travel back in time, but only until their coffee gets cold.",213,"time travel,japan,heartwarming",3.67,Japan,True,,Adult,True,2018.0,978-1335430991
508,517,Convenience Store Woman,Sayaka Murata,Art/Literature,Japanese,2016,Bungeishunju,A woman finds purpose and stability working in a convenience store for 18 years.,163,"japan,society,humor",3.73,Japan,True,Akutagawa Prize,Adult,False,,978-0802128256
509,518,A Little Life,Hanya Yanagihara,Art/Literature,English,2015,Doubleday,The tragic and traumatic life of Jude St. Francis and his three college friends.,720,"trauma,friendship,sad",4.31,USA,True,Booker Prize Shortlist,Adult,False,,978-0385539258
510,519,My Year of Rest and Relaxation,Ottessa Moshfegh,Humor,English,2018,Penguin,A young woman attempts to sleep for a year to reset her life.,289,"depression,satire,new york",3.67,USA,True,,Adult,False,,978-0525522119
511,520,The Phantom of the Opera,Gaston Leroux,Horror,French,1910,Pierre Lafitte,A mysterious figure haunts the Paris Opera House and falls for a young soprano.,192,"classic,romance,horror",3.96,France,True,,Adult,True,2004.0,978-0060809249
512,521,The Plague,Albert Camus,Non-Fiction,French,1947,Gallimard,The town of Oran is quarantined due to a bubonic plague outbreak.,308,"existentialism,disease,classic",3.99,France,True,,Adult,True,1992.0,978-0679720218
513,522,All Quiet on the Western Front,Erich Maria Remarque,Adventure,German,1929,Propyläen,The physical and mental stress of German soldiers during WWI.,296,"war,classic,tragedy",3.96,Germany,True,,Adult,True,1930.0,978-0449213940
514,523,A Fine Balance,Rohinton Mistry,Historical Fiction,English,1995,McClelland and Stewart,Four strangers are thrust together in an apartment during the Emergency in India.,603,"india,history,tragedy",4.37,Canada,True,Giller Prize,Adult,False,,978-1400030651
515,524,The Namesake,Jhumpa Lahiri,Art/Literature,English,2003,Houghton Mifflin,A boy named Gogol navigates his identity as an Indian-American.,291,"identity,family,immigration",3.98,USA,True,,Adult,True,2006.0,978-0395927212
516,525,And the Mountains Echoed,Khaled Hosseini,Art/Literature,English,2013,Riverhead,A multi-generational family story spanning from Kabul to Paris and San Francisco.,404,"family,afghanistan,connection",4.04,USA,True,Goodreads Choice Award,Adult,False,,978-1594631764
517,526,Reading Lolita in Tehran,Azar Nafisi,Non-Fiction,English,2003,Random House,A teacher secretly discusses forbidden Western classics with her female students in Iran.,356,"memoir,books,iran",3.77,Iran,True,,Adult,False,,978-0812973440
518,527,Mrs. Dalloway,Virginia Woolf,Art/Literature,English,1925,Hogarth Press,Clarissa Dalloway prepares for a party in London while grappling with her past choices.,194,"classic,stream of consciousness,london",3.8,UK,True,,Adult,True,1997.0,978-0156628709
519,528,To the Lighthouse,Virginia Woolf,Art/Literature,English,1927,Hogarth Press,The Ramsay family visits the Isle of Skye between 1910 and 1920.,209,"classic,time,family",3.78,UK,True,,Adult,True,1983.0,978-0156907392
520,529,A Room of One's Own,Virginia Woolf,Non-Fiction,English,1929,Hogarth Press,An extended essay arguing that women need financial independence to write fiction.,112,"feminism,classic,essays",4.16,UK,True,,Adult,False,,978-0156030410
521,530,On the Road,Jack Kerouac,Art/Literature,English,1957,Viking Press,Sal Paradise and Dean Moriarty travel across America in search of meaning.,307,"travel,beat generation,classic",3.62,USA,True,,Adult,True,2012.0,978-0140283299
522,531,Giovanni's Room,James Baldwin,Art/Literature,English,1956,Dial Press,An American man in Paris struggles with his identity and a relationship with an Italian bartender.,169,"lgbt,classic,paris",4.32,USA,True,,Adult,False,,978-0345806567
523,532,Call Me by Your Name,André Aciman,Romance,English,2007,"Farrar, Straus and Giroux",A romance blossoms between a 17-year-old boy and a summer guest at his parents' cliffside mansion.,248,"lgbt,romance,italy",4.13,USA,True,Lambda Literary Award,Adult,True,2017.0,978-0312426781
524,533,Less,Andrew Sean Greer,Humor,English,2017,Lee Boudreaux,A failed novelist travels the world to avoid attending his ex-boyfriend's wedding.,261,"humor,travel,lgbt",3.76,USA,True,Pulitzer Prize,Adult,False,,978-0316316125
525,534,The Sympathizer,Viet Thanh Nguyen,Historical Fiction,English,2015,Grove Press,"A half-French, half-Vietnamese army captain is a spy for the communists during the Vietnam War.",371,"war,spy,vietnam",3.97,USA,True,Pulitzer Prize,Adult,True,2024.0,978-0802123459
526,535,The Overstory,Richard Powers,Art/Literature,English,2018,W. W. Norton,Nine strangers are summoned by trees to address the destruction of forests.,502,"nature,trees,epic",4.13,USA,True,Pulitzer Prize,Adult,False,,978-0393635522
527,536,Trust,Hernan Diaz,Historical Fiction,English,2022,Riverhead,A novel within a novel about a Wall Street tycoon and the reality behind the myth.,402,"money,history,mystery",3.91,USA,True,Pulitzer Prize,Adult,False,,978-0593420317
528,537,Demon Copperhead,Barbara Kingsolver,Art/Literature,English,2022,Harper,A modern retelling of David Copperfield set in Appalachia during the opioid crisis.,546,"poverty,addiction,coming-of-age",4.53,USA,True,Pulitzer Prize,Adult,False,,978-0063251922
529,538,The Poisonwood Bible,Barbara Kingsolver,Historical Fiction,English,1998,HarperFlamingo,A missionary family moves to the Belgian Congo in 1959.,546,"africa,religion,family",4.07,USA,True,Book Sense Book of the Year,Adult,False,,978-0060930530
530,539,Cloud Cuckoo Land,Anthony Doerr,Sci-Fi,English,2021,Scribner,Five characters across time are connected by a single ancient Greek text.,626,"books,history,time",4.29,USA,True,,Adult,False,,978-1982168438
531,540,Hamnet,Maggie O'Farrell,Historical Fiction,English,2020,Tinder Press,"A fictional account of Shakespeare's son, Hamnet, who died at age 11.",372,"history,grief,family",4.22,UK,True,Women's Prize for Fiction,Adult,False,,978-0525657606
532,541,Lincoln in the Bardo,George Saunders,Historical Fiction,English,2017,Random House,President Lincoln visits the grave of his son Willie in a graveyard full of ghosts.,343,"ghosts,history,experimental",3.73,USA,True,Booker Prize,Adult,False,,978-0812995343
533,542,The Underground Railroad,Colson Whitehead,Historical Fiction,English,2016,Doubleday,Cora escapes slavery using a literal underground railroad system.,306,"history,slavery,surreal",4.03,USA,True,"Pulitzer Prize,National Book Award",Adult,True,2021.0,978-0385542364
534,543,The Nickel Boys,Colson Whitehead,Historical Fiction,English,2019,Doubleday,Two boys are sent to a brutal reform school in Jim Crow-era Florida.,213,"history,racism,tragedy",4.07,USA,True,Pulitzer Prize,Adult,False,,978-0385537070
535,544,Gilead,Marilynne Robinson,Art/Literature,English,2004,"Farrar, Straus and Giroux",An elderly pastor writes a letter to his young son about his life and faith.,247,"religion,family,classic",3.85,USA,True,Pulitzer Prize,Adult,False,,978-0312424404
536,545,Olive Kitteridge,Elizabeth Strout,Art/Literature,English,2008,Random House,Stories about a retired schoolteacher in a small town in Maine.,270,"drama,short stories,maine",3.81,USA,True,Pulitzer Prize,Adult,True,2014.0,978-1400062089
537,546,The Husband's Secret,Liane Moriarty,Mystery/Thriller,English,2013,Pan Macmillan,A woman finds a letter from her husband to be opened only in the event of his death.,396,"secrets,mystery,australia",3.94,Australia,True,,Adult,False,,978-1405911665
538,547,The Guest List,Lucy Foley,Mystery/Thriller,English,2020,William Morrow,A wedding on a remote Irish island turns deadly.,313,"mystery,island,crime",3.83,UK,True,Goodreads Choice Award,Adult,False,,978-0062868930
539,548,In the Woods,Tana French,Mystery/Thriller,English,2007,Viking,Detectives investigate a murder in a wood where children disappeared twenty years earlier.,429,"crime,ireland,detective",3.77,Ireland,True,Edgar Award,Adult,True,2019.0,978-0143113492
540,549,The Thirteenth Tale,Diane Setterfield,Horror,English,2006,Orion,"A dying author asks a biographer to write her life story, revealing dark secrets.",406,"mystery,gothic,books",4.05,UK,True,,Adult,True,2013.0,978-0743298025
541,550,My Cousin Rachel,Daphne du Maurier,Mystery/Thriller,English,1951,Gollancz,"Philip falls in love with his cousin Rachel, whom he suspects of murdering his guardian.",352,"mystery,romance,classic",3.94,UK,True,,Adult,True,2017.0,978-0316251266
542,551,The Firm,John Grisham,Mystery/Thriller,English,1991,Doubleday,A young lawyer joins a prestigious firm only to discover it operates as a front for the Chicago Mob.,421,"legal,thriller,crime",3.95,USA,True,,Adult,True,1993.0,978-0385416344
543,552,A Time to Kill,John Grisham,Mystery/Thriller,English,1989,Wynwood Press,A father takes the law into his own hands after his daughter is brutally assaulted.,515,"legal,crime,south",4.06,USA,True,,Adult,True,1996.0,978-0440245919
544,553,The Pelican Brief,John Grisham,Mystery/Thriller,English,1992,Doubleday,A law student uncovers a conspiracy connecting the assassinations of two Supreme Court justices.,371,"legal,conspiracy,suspense",3.92,USA,True,,Adult,True,1993.0,978-0440245933
545,554,Killing Floor,Lee Child,Mystery/Thriller,English,1997,Putnam,Jack Reacher is arrested for murder in a small Georgia town he just drifted into.,524,"action,mystery,crime",4.06,USA,True,Anthony Award,Adult,True,2022.0,978-0515123448
546,555,Red Dragon,Thomas Harris,Mystery/Thriller,English,1981,Putnam,FBI profiler Will Graham returns to service to hunt a serial killer known as the Tooth Fairy.,348,"horror,crime,psychology",4.24,USA,True,,Adult,True,2002.0,978-0440206156
547,556,Hannibal,Thomas Harris,Mystery/Thriller,English,1999,Delacorte,"Seven years after escaping custody, Dr. Hannibal Lecter is hunted by a victim who survived.",484,"horror,crime,cannibalism",3.73,USA,True,,Adult,True,2001.0,978-0385299295
548,557,The Talented Mr. Ripley,Patricia Highsmith,Mystery/Thriller,English,1955,Coward-McCann,A con artist is sent to Italy to retrieve a wealthy man's son but decides to take his place instead.,288,"crime,psychology,italy",3.96,USA,True,Edgar Award Nominee,Adult,True,1999.0,978-0393332148
549,558,Strangers on a Train,Patricia Highsmith,Mystery/Thriller,English,1950,Harper & Brothers,Two strangers meet on a train and joke about swapping murders.,256,"crime,noir,suspense",3.94,USA,True,,Adult,True,1951.0,978-0393321982
550,559,The Postman Always Rings Twice,James M. Cain,Mystery/Thriller,English,1934,Knopf,A drifter and a dissatisfaction wife plot to murder her husband.,116,"noir,crime,classic",3.9,USA,True,,Adult,True,1981.0,978-0679723257
551,560,Double Indemnity,James M. Cain,Mystery/Thriller,English,1943,Knopf,An insurance agent and a femme fatale plot to kill her husband for the insurance money.,115,"noir,crime,classic",4.11,USA,True,,Adult,True,1944.0,978-0679723226
552,561,L.A. Confidential,James Ellroy,Mystery/Thriller,English,1990,Mysterious Press,Three LAPD detectives become entangled in the corruption of 1950s Los Angeles.,496,"noir,police,corruption",4.28,USA,True,,Adult,True,1997.0,978-0446674249
553,562,The Black Dahlia,James Ellroy,Mystery/Thriller,English,1987,Mysterious Press,Two detectives investigate the brutal murder of Elizabeth Short in 1947 Los Angeles.,348,"noir,history,murder",3.92,USA,True,,Adult,True,2006.0,978-0446618120
554,563,The Exorcist,William Peter Blatty,Horror,English,1971,Harper & Row,A mother seeks the help of two priests to save her daughter from demonic possession.,385,"horror,demon,classic",4.18,USA,True,,Adult,True,1973.0,978-0061007224
555,564,Rosemary's Baby,Ira Levin,Horror,English,1967,Random House,A young pregnant woman suspects her neighbors have sinister plans for her baby.,308,"horror,cult,nyc",4.09,USA,True,,Adult,True,1968.0,978-1605981109
556,565,The Stepford Wives,Ira Levin,Humor,English,1972,Random House,A woman moves to a town where the wives are suspiciously perfect and submissive.,144,"horror,satire,feminism",3.77,USA,True,,Adult,True,2004.0,978-0060080843
557,566,Psycho,Robert Bloch,Horror,English,1959,Simon & Schuster,A young woman on the run checks into a motel run by the disturbed Norman Bates.,176,"horror,thriller,classic",4.15,USA,True,,Adult,True,1960.0,978-0879518325
558,567,Jaws,Peter Benchley,Mystery/Thriller,English,1974,Doubleday,A giant great white shark terrorizes a resort town.,320,"horror,shark,summer",3.96,USA,True,,Adult,True,1975.0,978-0345544148
559,568,Assassin's Apprentice,Robin Hobb,Fantasy,English,1995,Bantam Spectra,A royal bastard is trained as an assassin in a kingdom threatened by raiders.,435,"magic,epic,growing up",4.16,USA,True,,Adult,False,,978-0553573398
560,569,Royal Assassin,Robin Hobb,Fantasy,English,1996,Bantam Spectra,FitzChivalry Farseer returns to court to protect the kingdom from within.,675,"magic,intrigue,epic",4.23,USA,True,,Adult,False,,978-0553573411
561,570,The Blade Itself,Joe Abercrombie,Fantasy,English,2006,Gollancz,"A barbarian, an officer, and a torturer are drawn into a dark war.",515,"grimdark,war,character",4.16,UK,True,,Adult,False,,978-0575079793
562,571,Before They Are Hanged,Joe Abercrombie,Fantasy,English,2007,Gollancz,"The Union is at war, and its champions are sent on a desperate quest.",539,"grimdark,epic,war",4.24,UK,True,,Adult,False,,978-0575077874
563,572,The Lies of Locke Lamora,Scott Lynch,Fantasy,English,2006,Gollancz,A group of con artists called the Gentleman Bastards pull off heists in a fantasy city.,499,"heist,magic,humor",4.3,USA,True,,Adult,False,,978-0553588941
564,573,The Black Company,Glen Cook,Fantasy,English,1984,Tor Books,The annals of an elite mercenary unit hired by a powerful sorceress.,319,"grimdark,war,classic",3.98,USA,True,,Adult,False,,978-0812521399
565,574,Gardens of the Moon,Steven Erikson,Fantasy,English,1999,Bantam,"The Malazan Empire wages war against the free cities, involving gods and magic.",712,"epic,complex,war",3.88,Canada,True,,Adult,False,,978-0553819571
566,575,The Poppy War,R.F. Kuang,Fantasy,English,2018,Harper Voyager,A war orphan enters a military academy and discovers she has shamanic powers.,530,"war,magic,grimdark",4.06,China,True,Crawford Award,Adult,False,,978-0062662569
567,576,Babel,R.F. Kuang,Fantasy,English,2022,Harper Voyager,A student at Oxford's translation institute uncovers the dark side of the empire's magic.,544,"dark academia,magic,history",4.18,UK,True,Nebula Award,Adult,False,,978-0063021426
568,577,Yellowface,R.F. Kuang,Humor,English,2023,William Morrow,A writer steals her dead friend's manuscript and passes it off as her own.,336,"publishing,satire,thriller",3.85,USA,True,Goodreads Choice Award,Adult,False,,978-0063250833
569,578,"Tomorrow, and Tomorrow, and Tomorrow",Gabrielle Zevin,Art/Literature,English,2022,Knopf,Two childhood friends become creative partners in the world of video game design.,401,"gaming,friendship,love",4.19,USA,True,Goodreads Choice Award,Adult,False,,978-0593321201
570,579,Bunny,Mona Awad,Horror,English,2019,Viking,A lonely MFA student is drawn into a cult-like clique of girls.,304,"dark academia,surreal,horror",3.6,USA,True,Goodreads Choice Nominee,Adult,False,,978-0525559733
571,580,Mexican Gothic,Silvia Moreno-Garcia,Horror,English,2020,Del Rey,A woman investigates her cousin's claims that her husband is trying to kill her.,301,"gothic,horror,mexico",3.65,Mexico,True,Locus Award,Adult,False,,978-0525620785
572,581,The House in the Cerulean Sea,TJ Klune,Fantasy,English,2020,Tor,A caseworker is sent to evaluate an orphanage for magical children.,394,"magic,wholesome,lgbt",4.45,USA,True,Alex Award,Adult,False,,978-1250217288
573,582,Sea of Tranquility,Emily St. John Mandel,Sci-Fi,English,2022,Knopf,"A novel of art, time, love, and plague that takes the reader from 1912 to the future.",255,"time travel,pandemic,scifi",4.16,Canada,True,Goodreads Choice Award,Adult,False,,978-0593321447
574,583,Piranesi,Susanna Clarke,Fantasy,English,2020,Bloomsbury,"A man lives in a house of infinite halls and tides, recording his observations.",245,"mystery,magic,philosophy",4.23,UK,True,Women's Prize for Fiction,Adult,False,,978-1635575637
575,584,Jonathan Strange & Mr Norrell,Susanna Clarke,Fantasy,English,2004,Bloomsbury,Two magicians bring magic back to 19th-century England.,782,"magic,history,classic style",3.83,UK,True,Hugo Award,Adult,True,2015.0,978-0765356154
576,585,Klara and the Sun,Kazuo Ishiguro,Sci-Fi,English,2021,Faber & Faber,An Artificial Friend observes the world and hopes to be chosen by a child.,303,"ai,philosophy,future",3.74,UK,True,Booker Prize Longlist,Adult,False,,978-0593318171
577,586,The Buried Giant,Kazuo Ishiguro,Fantasy,English,2015,Faber & Faber,An elderly couple sets off across a mist-shrouded Britain to find their son.,317,"memory,fantasy,arthurian",3.53,UK,True,,Adult,False,,978-0307271037
578,587,Saturday,Ian McEwan,Art/Literature,English,2005,Jonathan Cape,A neurosurgeon's life changes over the course of a single day in London.,289,"london,realism,post-9/11",3.54,UK,True,James Tait Black Prize,Adult,False,,978-1400076192
579,588,The English Patient,Michael Ondaatje,Historical Fiction,English,1992,McClelland and Stewart,Four damaged people come together in an Italian monastery at the end of WWII.,320,"war,romance,history",3.85,Canada,True,Booker Prize,Adult,True,1996.0,978-0679745204
580,589,Possession,A.S. Byatt,Romance,English,1990,Chatto & Windus,Two modern academics uncover a secret affair between two Victorian poets.,555,"mystery,romance,literary",3.83,UK,True,Booker Prize,Adult,True,2002.0,978-0679735908
581,590,The Satanic Verses,Salman Rushdie,Fantasy,English,1988,Viking,Two men survive a plane explosion and undergo strange transformations.,561,"religion,controversial,surreal",3.67,UK,True,Whitbread Award,Adult,False,,978-0812976717
582,591,The Lost Symbol,Dan Brown,Mystery/Thriller,English,2009,Doubleday,Robert Langdon is summoned to Washington D.C. to decode Masonic secrets.,509,"mystery,history,freemasons",3.74,USA,True,,Adult,True,2021.0,978-0385504225
583,592,Ghostwritten,David Mitchell,Art/Literature,English,1999,Sceptre,Nine intertwining stories set in different parts of the globe.,426,"travel,connection,complex",4.06,UK,True,John Llewellyn Rhys Prize,Adult,False,,978-0375724503
584,593,The Bone Clocks,David Mitchell,Fantasy,English,2014,Sceptre,A runaway teenager is drawn into a psychic war between immortals.,624,"fantasy,time,complex",3.82,UK,True,World Fantasy Award,Adult,False,,978-1400065677
585,594,Black Swan Green,David Mitchell,Young Adult,English,2006,Sceptre,A year in the life of a thirteen-year-old boy in 1980s England.,294,"growing up,80s,semi-autobiographical",4.03,UK,True,,Adult,False,,978-0812974010
586,595,House of Leaves,Mark Z. Danielewski,Horror,English,2000,Pantheon,A family moves into a house that is bigger on the inside than on the outside.,709,"horror,experimental,complex",4.08,USA,True,,Adult,False,,978-0375420528
587,596,Brief Interviews with Hideous Men,David Foster Wallace,Short Stories,English,1999,"Little, Brown",A collection of short stories exploring male psychology and modern alienation.,273,"psychology,dark,experimental",3.89,USA,True,,Adult,True,2009.0,978-0316086899
588,597,A Confederacy of Dunces,John Kennedy Toole,Humor,English,1980,LSU Press,The misadventures of Ignatius J. Reilly in New Orleans.,394,"humor,classic,picaresque",3.88,USA,True,Pulitzer Prize,Adult,False,,978-0802130204
589,598,The Heart is a Lonely Hunter,Carson McCullers,Horror,English,1940,Houghton Mifflin,A deaf-mute man becomes the confidant for misfits in a Georgia mill town.,359,"loneliness,classic,south",4.04,USA,True,,Adult,True,1968.0,978-0618526413
590,599,Wise Blood,Flannery O'Connor,Horror,English,1952,Harcourt,A returning WWII veteran tries to start an anti-religious church.,236,"religion,satire,south",4.03,USA,True,,Adult,True,1979.0,978-0374505844
591,600,Trigger Warning,Neil Gaiman,Short Stories,English,2015,William Morrow,A collection of short fiction and poetry exploring the masks we wear.,310,"horror,fantasy,anthology",3.96,UK,True,Locus Award,Adult,False,,978-0062330260
592,601,Harry Potter and the Goblet of Fire,J.K. Rowling,Fantasy,English,2000,Bloomsbury,Harry is entered into the Triwizard Tournament and faces Voldemort's return.,636,"magic,school,tournament",4.56,UK,True,Hugo Award,Children,True,2005.0,978-0439139595
593,602,Harry Potter and the Order of the Phoenix,J.K. Rowling,Fantasy,English,2003,Bloomsbury,Harry faces a smear campaign by the Ministry of Magic and forms a secret defense group.,766,"magic,rebellion,politics",4.5,UK,True,,Children,True,2007.0,978-0439358064
594,603,Harry Potter and the Half-Blood Prince,J.K. Rowling,Fantasy,English,2005,Bloomsbury,Harry learns about Voldemort's past and the Horcruxes.,607,"magic,history,romance",4.57,UK,True,British Book Award,Children,True,2009.0,978-0439784542
595,604,Harry Potter and the Deathly Hallows,J.K. Rowling,Fantasy,English,2007,Bloomsbury,The final battle between Harry Potter and Lord Voldemort.,607,"magic,war,finale",4.62,UK,True,,Children,True,2010.0,978-0545010221
596,605,A Clash of Kings,George R.R. Martin,Fantasy,English,1998,Bantam Spectra,Five kings compete for the Iron Throne in the second book of A Song of Ice and Fire.,768,"epic,war,politics",4.41,USA,True,Locus Award,Adult,True,2012.0,978-0553381696
597,606,A Storm of Swords,George R.R. Martin,Fantasy,English,2000,Bantam Spectra,The War of the Five Kings continues with betrayals and weddings.,973,"epic,war,tragedy",4.54,USA,True,Locus Award,Adult,True,2013.0,978-0553381702
598,607,A Feast for Crows,George R.R. Martin,Fantasy,English,2005,Bantam Spectra,The aftermath of the war sees new alliances and threats in Westeros.,753,"epic,politics,dark",4.14,USA,True,,Adult,True,2015.0,978-0553582024
599,608,A Dance with Dragons,George R.R. Martin,Fantasy,English,2011,Bantam Spectra,Daenerys rules in Meereen while Jon Snow faces threats at the Wall.,1016,"epic,dragons,winter",4.32,USA,True,Locus Award,Adult,True,2015.0,978-0553801477
600,609,The Eye of the World,Robert Jordan,Fantasy,English,1990,Tor Books,Three young men from a small village are hunted by the Dark One's servants.,814,"epic,magic,journey",4.18,USA,True,,Adult,True,2021.0,978-0812511819
601,610,The Great Hunt,Robert Jordan,Fantasy,English,1990,Tor Books,Rand al'Thor searches for the Horn of Valere to lead the heroes of legend.,705,"epic,adventure,magic",4.22,USA,True,,Adult,True,2021.0,978-0812517729
602,611,The Dragon Reborn,Robert Jordan,Fantasy,English,1991,Tor Books,Rand al'Thor proclaims himself the Dragon Reborn and seizes the Stone of Tear.,624,"epic,destiny,magic",4.25,USA,True,,Adult,True,2021.0,978-0812513714
603,612,Casino Royale,Ian Fleming,Mystery/Thriller,English,1953,Jonathan Cape,James Bond tries to bankrupt a Soviet agent at a baccarat table in France.,213,"spy,bond,gambling",3.76,UK,True,,Adult,True,2006.0,978-1612185439
604,613,Live and Let Die,Ian Fleming,Mystery/Thriller,English,1954,Jonathan Cape,Bond tracks a criminal genius named Mr. Big from Harlem to Jamaica.,221,"spy,crime,vodou",3.67,UK,True,,Adult,True,1973.0,978-1612185446
605,614,Moonraker,Ian Fleming,Mystery/Thriller,English,1955,Jonathan Cape,Bond investigates a millionaire industrialist building a nuclear missile.,247,"spy,rocket,london",3.74,UK,True,,Adult,True,1979.0,978-1612185453
606,615,Goldfinger,Ian Fleming,Mystery/Thriller,English,1959,Jonathan Cape,Bond investigates a gold smuggler who plans to rob Fort Knox.,318,"spy,gold,villain",3.83,UK,True,,Adult,True,1964.0,978-1612185507
607,616,Tinker Tailor Soldier Spy,John le Carré,Mystery/Thriller,English,1974,Hodder & Stoughton,George Smiley is brought out of retirement to find a Soviet mole in British Intelligence.,381,"spy,cold war,mystery",4.06,UK,True,,Adult,True,2011.0,978-0143120933
608,617,The Spy Who Came in from the Cold,John le Carré,Mystery/Thriller,English,1963,Victor Gollancz,A British agent poses as a defector to frame an East German intelligence officer.,224,"spy,cold war,tragedy",4.08,UK,True,Edgar Award,Adult,True,1965.0,978-0143124757
609,618,Smiley's People,John le Carré,Mystery/Thriller,English,1979,Hodder & Stoughton,"George Smiley faces his nemesis, Karla, in a final Cold War chess match.",395,"spy,cold war,finale",4.06,UK,True,,Adult,True,1982.0,978-0143119661
610,619,The Day of the Jackal,Frederick Forsyth,Mystery/Thriller,English,1971,Hutchinson,A professional assassin is hired to kill Charles de Gaulle.,358,"assassin,suspense,history",4.24,UK,True,Edgar Award,Adult,True,1973.0,978-0451239372
611,620,The Bourne Identity,Robert Ludlum,Mystery/Thriller,English,1980,Richard Marek,A man with amnesia finds he has advanced combat skills and is being hunted.,566,"spy,action,amnesia",4.03,USA,True,,Adult,True,2002.0,978-0553260113
612,621,The Bourne Supremacy,Robert Ludlum,Mystery/Thriller,English,1986,Random House,Jason Bourne is forced out of retirement to find an impostor using his name.,646,"spy,action,asia",3.95,USA,True,,Adult,True,2004.0,978-0553263220
613,622,The Hunt for Red October,Tom Clancy,Mystery/Thriller,English,1984,Naval Institute Press,A Soviet submarine captain attempts to defect to the United States with a cutting-edge sub.,387,"military,submarine,cold war",4.09,USA,True,,Adult,True,1990.0,978-0425240335
614,623,Patriot Games,Tom Clancy,Mystery/Thriller,English,1987,Putnam,Jack Ryan saves the Prince of Wales from a terrorist attack and becomes a target.,503,"terrorism,spy,action",4.05,USA,True,,Adult,True,1992.0,978-0425240359
615,624,Shōgun,James Clavell,Historical Fiction,English,1975,Hodder & Stoughton,An English pilot is shipwrecked in feudal Japan and rises to become a samurai.,1152,"japan,history,epic",4.39,UK,True,,Adult,True,1980.0,978-0440178002
616,625,Tai-Pan,James Clavell,Historical Fiction,English,1966,Atheneum,The struggle for power among traders in Hong Kong after the First Opium War.,734,"history,hong kong,business",4.23,UK,True,,Adult,True,1986.0,978-0440184621
617,626,King Rat,James Clavell,Historical Fiction,English,1962,"Little, Brown",Survival in a Japanese prisoner-of-war camp during World War II.,352,"war,survival,prison",4.07,UK,True,,Adult,True,1965.0,978-0440145462
618,627,Sphere,Michael Crichton,Sci-Fi,English,1987,Knopf,Scientists discover a giant spacecraft on the ocean floor containing a mysterious sphere.,371,"ocean,aliens,psychology",3.8,USA,True,,Adult,True,1998.0,978-0345353146
619,628,The Andromeda Strain,Michael Crichton,Sci-Fi,English,1969,Knopf,A team of scientists battles a deadly extraterrestrial microorganism.,327,"science,virus,thriller",3.89,USA,True,,Adult,True,1971.0,978-0060541811
620,629,Congo,Michael Crichton,Adventure,English,1980,Knopf,An expedition to the African rainforest searches for diamonds and encounters killer apes.,480,"jungle,technology,apes",3.61,USA,True,,Adult,True,1995.0,978-0345378491
621,630,Timeline,Michael Crichton,Sci-Fi,English,1999,Knopf,Historians travel back to 14th-century France to rescue their professor.,496,"time travel,history,knights",3.85,USA,True,,Adult,True,2003.0,978-0345417626
622,631,The Martian Chronicles,Ray Bradbury,Sci-Fi,English,1950,Doubleday,A collection of stories about the colonization of Mars by humans.,222,"mars,space,short stories",4.13,USA,True,,Adult,True,1980.0,978-1451678192
623,632,The Illustrated Man,Ray Bradbury,Sci-Fi,English,1951,Doubleday,Eighteen science fiction stories framed by a tattooed vagrant.,275,"scifi,tattoos,short stories",4.12,USA,True,,Adult,True,1969.0,978-1451678185
624,633,Something Wicked This Way Comes,Ray Bradbury,Fantasy,English,1962,Simon & Schuster,Two boys encounter a sinister traveling carnival that grants wishes for a price.,293,"horror,carnival,classic",3.94,USA,True,,Young Adult,True,1983.0,978-0380729401
625,634,I Am Legend,Richard Matheson,Horror,English,1954,Gold Medal Books,The last man on Earth hunts vampires while trying to stay sane.,160,"vampires,isolation,scifi",4.0,USA,True,,Adult,True,2007.0,978-0765357151
626,635,What Dreams May Come,Richard Matheson,Fantasy,English,1978,Putnam,A man dies and travels through the afterlife to rescue his wife from hell.,288,"afterlife,love,fantasy",4.11,USA,True,,Adult,True,1998.0,978-0765308702
627,636,Contact,Carl Sagan,Sci-Fi,English,1985,Simon & Schuster,A radio astronomer discovers a signal from extraterrestrial intelligence.,432,"aliens,science,religion",4.13,USA,True,Locus Award,Adult,True,1997.0,978-0671004101
628,637,World Without End,Ken Follett,Historical Fiction,English,2007,Dutton,"The sequel to The Pillars of the Earth, set 150 years later in Kingsbridge.",1014,"history,architecture,plague",4.26,UK,True,,Adult,True,2012.0,978-0451224996
629,638,The Bad Beginning,Lemony Snicket,Children,English,1999,HarperCollins,"Three orphans are sent to live with their distant cousin, Count Olaf, who wants their fortune.",162,"humor,gothic,kids",3.94,USA,True,,Children,True,2004.0,978-0061148518
630,639,The Reptile Room,Lemony Snicket,Children,English,1999,HarperCollins,The Baudelaire orphans go to live with their uncle who studies snakes.,190,"humor,gothic,kids",3.98,USA,True,,Children,True,2004.0,978-0061148532
